time,temperature_2m_max,temperature_2m_min,relative_humidity_2m_max,relative_humidity_2m_min,wind_speed_10m_max,dew_point_2m_max,dew_point_2m_min,city,latitude,longitude
2022-01-01,17.0,11.2,99,77,25.8,14.3,10.9,Riyadh,24.7136,46.6753
2022-01-02,21.5,10.9,99,65,29.0,15.5,7.5,Riyadh,24.7136,46.6753
2022-01-03,16.2,8.2,88,67,17.4,10.9,6.2,Riyadh,24.7136,46.6753
2022-01-04,16.1,6.2,90,54,24.1,7.8,4.7,Riyadh,24.7136,46.6753
2022-01-05,16.4,5.6,88,40,22.8,6.7,2.0,Riyadh,24.7136,46.6753
2022-01-06,16.2,5.1,90,47,21.5,7.4,3.2,Riyadh,24.7136,46.6753
2022-01-07,16.7,4.2,89,30,12.0,5.3,-1.1,Riyadh,24.7136,46.6753
2022-01-08,19.1,6.5,81,31,9.6,5.0,0.7,Riyadh,24.7136,46.6753
2022-01-09,21.7,7.9,63,21,12.0,1.4,-2.0,Riyadh,24.7136,46.6753
2022-01-10,24.1,9.2,40,17,23.0,-1.6,-4.3,Riyadh,24.7136,46.6753
2022-01-11,24.2,13.4,43,18,13.6,1.4,-3.3,Riyadh,24.7136,46.6753
2022-01-12,26.3,12.2,51,20,11.8,4.1,1.5,Riyadh,24.7136,46.6753
2022-01-13,27.7,12.9,49,20,25.8,3.0,0.6,Riyadh,24.7136,46.6753
2022-01-14,27.7,15.6,81,18,28.9,13.0,0.2,Riyadh,24.7136,46.6753
2022-01-15,21.3,12.1,84,64,22.4,15.2,9.4,Riyadh,24.7136,46.6753
2022-01-16,19.5,7.8,88,36,19.4,10.2,3.6,Riyadh,24.7136,46.6753
2022-01-17,20.6,8.5,88,46,9.4,12.6,5.4,Riyadh,24.7136,46.6753
2022-01-18,13.2,7.1,92,59,26.2,11.7,0.9,Riyadh,24.7136,46.6753
2022-01-19,14.8,6.7,78,50,12.7,7.1,1.5,Riyadh,24.7136,46.6753
2022-01-20,18.5,6.0,75,39,23.1,7.7,0.0,Riyadh,24.7136,46.6753
2022-01-21,10.8,0.7,65,26,26.3,-1.0,-8.3,Riyadh,24.7136,46.6753
2022-01-22,13.1,0.5,60,26,13.7,0.3,-7.4,Riyadh,24.7136,46.6753
2022-01-23,19.3,3.6,47,18,15.6,-4.6,-10.1,Riyadh,24.7136,46.6753
2022-01-24,23.8,6.9,74,18,21.6,6.3,-5.1,Riyadh,24.7136,46.6753
2022-01-25,23.2,8.7,74,22,15.9,6.0,-0.1,Riyadh,24.7136,46.6753
2022-01-26,27.5,11.1,49,18,28.5,1.9,-2.9,Riyadh,24.7136,46.6753
2022-01-27,24.3,9.8,41,14,28.6,-0.8,-5.1,Riyadh,24.7136,46.6753
2022-01-28,15.3,6.1,47,22,22.0,-3.1,-6.9,Riyadh,24.7136,46.6753
2022-01-29,18.0,5.1,50,18,18.5,-3.4,-7.2,Riyadh,24.7136,46.6753
2022-01-30,18.3,5.9,57,32,20.9,2.2,-4.3,Riyadh,24.7136,46.6753
2022-01-31,22.1,9.2,50,29,31.4,5.1,-2.4,Riyadh,24.7136,46.6753
2022-02-01,20.8,8.8,57,18,26.4,7.7,-5.4,Riyadh,24.7136,46.6753
2022-02-02,19.3,6.5,73,24,16.2,3.1,-1.8,Riyadh,24.7136,46.6753
2022-02-03,24.4,8.4,60,18,27.9,1.2,-2.2,Riyadh,24.7136,46.6753
2022-02-04,28.7,12.1,65,15,24.4,12.6,-0.2,Riyadh,24.7136,46.6753
2022-02-05,20.3,8.6,61,22,30.8,11.5,-2.5,Riyadh,24.7136,46.6753
2022-02-06,18.4,7.0,55,24,23.4,0.1,-2.5,Riyadh,24.7136,46.6753
2022-02-07,19.4,5.9,62,20,14.2,-0.0,-4.4,Riyadh,24.7136,46.6753
2022-02-08,20.4,7.3,54,21,12.2,-1.3,-2.8,Riyadh,24.7136,46.6753
2022-02-09,21.8,9.6,47,18,14.5,-1.3,-3.4,Riyadh,24.7136,46.6753
2022-02-10,25.6,10.6,42,15,29.3,-1.8,-4.2,Riyadh,24.7136,46.6753
2022-02-11,27.7,12.2,52,13,20.5,4.3,-5.0,Riyadh,24.7136,46.6753
2022-02-12,18.9,8.9,58,25,28.6,5.1,-3.4,Riyadh,24.7136,46.6753
2022-02-13,19.1,7.6,52,22,31.2,-1.4,-3.8,Riyadh,24.7136,46.6753
2022-02-14,21.0,7.9,45,15,15.3,-2.9,-7.5,Riyadh,24.7136,46.6753
2022-02-15,23.7,7.4,36,12,9.0,-5.8,-7.6,Riyadh,24.7136,46.6753
2022-02-16,25.6,11.1,33,12,18.1,-4.5,-5.9,Riyadh,24.7136,46.6753
2022-02-17,22.9,10.5,28,17,21.0,-3.6,-8.1,Riyadh,24.7136,46.6753
2022-02-18,24.2,10.3,57,19,34.0,2.4,-2.6,Riyadh,24.7136,46.6753
2022-02-19,28.4,13.6,34,11,42.7,-2.0,-4.9,Riyadh,24.7136,46.6753
2022-02-20,23.9,13.6,59,14,25.6,9.6,-5.5,Riyadh,24.7136,46.6753
2022-02-21,22.2,10.8,54,18,30.5,2.3,-4.0,Riyadh,24.7136,46.6753
2022-02-22,22.2,8.7,52,16,12.7,1.2,-4.7,Riyadh,24.7136,46.6753
2022-02-23,24.9,10.9,41,13,15.1,-2.0,-5.5,Riyadh,24.7136,46.6753
2022-02-24,27.5,12.0,32,11,24.6,-3.5,-5.6,Riyadh,24.7136,46.6753
2022-02-25,30.2,14.5,28,11,21.8,-2.9,-4.3,Riyadh,24.7136,46.6753
2022-02-26,30.2,17.7,37,18,23.5,5.8,-3.5,Riyadh,24.7136,46.6753
2022-02-27,24.6,13.7,48,20,23.2,4.7,-2.4,Riyadh,24.7136,46.6753
2022-02-28,24.8,11.6,43,19,15.3,-0.0,-1.5,Riyadh,24.7136,46.6753
2022-03-01,26.0,13.3,43,18,15.3,1.1,-0.7,Riyadh,24.7136,46.6753
2022-03-02,31.5,14.7,35,12,25.7,2.6,-1.6,Riyadh,24.7136,46.6753
2022-03-03,32.8,17.9,35,10,29.4,2.4,-7.2,Riyadh,24.7136,46.6753
2022-03-04,30.7,16.0,38,9,26.2,10.7,-8.4,Riyadh,24.7136,46.6753
2022-03-05,26.2,13.7,59,23,19.1,6.8,-1.3,Riyadh,24.7136,46.6753
2022-03-06,28.2,13.7,57,22,23.9,6.5,3.6,Riyadh,24.7136,46.6753
2022-03-07,33.8,19.2,48,11,31.3,8.0,-1.4,Riyadh,24.7136,46.6753
2022-03-08,30.2,18.2,30,10,17.5,1.3,-4.2,Riyadh,24.7136,46.6753
2022-03-09,30.6,15.6,31,14,26.2,1.0,-2.1,Riyadh,24.7136,46.6753
2022-03-10,38.4,20.9,28,6,33.3,1.8,-5.4,Riyadh,24.7136,46.6753
2022-03-11,35.6,21.1,37,10,25.1,5.8,-2.5,Riyadh,24.7136,46.6753
2022-03-12,29.6,16.8,48,17,23.1,6.7,-0.1,Riyadh,24.7136,46.6753
2022-03-13,29.3,13.0,47,18,22.3,6.5,-2.7,Riyadh,24.7136,46.6753
2022-03-14,31.7,14.2,63,9,27.5,8.3,-5.3,Riyadh,24.7136,46.6753
2022-03-15,35.5,19.3,42,8,25.1,6.5,-4.3,Riyadh,24.7136,46.6753
2022-03-16,21.2,9.4,46,22,34.2,3.8,-3.1,Riyadh,24.7136,46.6753
2022-03-17,17.3,7.8,43,9,28.9,-1.8,-16.4,Riyadh,24.7136,46.6753
2022-03-18,22.0,6.6,34,4,16.1,-7.7,-22.2,Riyadh,24.7136,46.6753
2022-03-19,26.9,9.7,14,6,15.1,-10.8,-19.5,Riyadh,24.7136,46.6753
2022-03-20,30.3,12.9,15,7,19.9,-8.7,-14.7,Riyadh,24.7136,46.6753
2022-03-21,30.6,17.2,38,8,23.9,2.6,-14.8,Riyadh,24.7136,46.6753
2022-03-22,33.8,17.4,17,4,25.8,-3.6,-16.7,Riyadh,24.7136,46.6753
2022-03-23,34.8,18.9,21,5,23.2,-3.2,-12.1,Riyadh,24.7136,46.6753
2022-03-24,35.1,19.3,24,7,24.8,-1.7,-6.7,Riyadh,24.7136,46.6753
2022-03-25,27.4,14.6,32,12,23.1,-0.3,-6.4,Riyadh,24.7136,46.6753
2022-03-26,24.1,13.0,30,12,27.2,-4.1,-7.4,Riyadh,24.7136,46.6753
2022-03-27,23.8,10.9,40,14,20.9,-2.0,-5.3,Riyadh,24.7136,46.6753
2022-03-28,24.1,11.8,29,11,22.8,-4.4,-10.9,Riyadh,24.7136,46.6753
2022-03-29,25.1,11.9,30,6,21.6,-4.9,-14.8,Riyadh,24.7136,46.6753
2022-03-30,28.9,12.7,17,5,12.7,-9.6,-15.7,Riyadh,24.7136,46.6753
2022-03-31,33.9,16.1,23,7,14.1,-1.8,-10.3,Riyadh,24.7136,46.6753
2022-04-01,35.0,20.9,21,7,15.5,-2.3,-6.0,Riyadh,24.7136,46.6753
2022-04-02,34.6,18.7,22,7,13.1,-2.8,-9.2,Riyadh,24.7136,46.6753
2022-04-03,36.0,20.1,19,6,21.3,-4.1,-7.1,Riyadh,24.7136,46.6753
2022-04-04,37.3,20.3,18,5,24.2,-4.9,-7.9,Riyadh,24.7136,46.6753
2022-04-05,36.4,22.2,16,6,21.7,-4.9,-10.3,Riyadh,24.7136,46.6753
2022-04-06,35.1,20.4,27,7,22.9,1.9,-9.6,Riyadh,24.7136,46.6753
2022-04-07,37.7,22.9,12,4,23.4,-5.4,-10.1,Riyadh,24.7136,46.6753
2022-04-08,35.4,21.3,15,6,15.0,-5.2,-9.4,Riyadh,24.7136,46.6753
2022-04-09,38.3,21.1,19,4,31.6,-3.5,-11.2,Riyadh,24.7136,46.6753
2022-04-10,35.2,20.5,31,9,18.8,3.3,-3.9,Riyadh,24.7136,46.6753
2022-04-11,37.8,19.9,35,8,30.6,4.1,-8.5,Riyadh,24.7136,46.6753
2022-04-12,39.1,22.8,15,8,26.0,-0.2,-9.0,Riyadh,24.7136,46.6753
2022-04-13,37.1,24.3,21,10,27.4,1.7,-1.7,Riyadh,24.7136,46.6753
2022-04-14,35.5,24.8,30,10,29.5,7.3,-0.3,Riyadh,24.7136,46.6753
2022-04-15,33.8,24.0,43,15,23.7,11.3,3.1,Riyadh,24.7136,46.6753
2022-04-16,34.7,23.1,42,17,27.9,9.6,5.4,Riyadh,24.7136,46.6753
2022-04-17,33.3,20.2,36,9,20.3,4.5,-6.9,Riyadh,24.7136,46.6753
2022-04-18,32.5,18.4,29,7,17.3,0.4,-9.2,Riyadh,24.7136,46.6753
2022-04-19,34.6,17.5,18,6,15.6,-6.3,-12.5,Riyadh,24.7136,46.6753
2022-04-20,38.1,22.8,13,7,32.4,0.5,-7.4,Riyadh,24.7136,46.6753
2022-04-21,39.3,25.6,16,6,29.5,0.3,-5.9,Riyadh,24.7136,46.6753
2022-04-22,34.3,22.6,27,13,24.9,7.5,0.6,Riyadh,24.7136,46.6753
2022-04-23,35.5,22.0,29,10,29.5,5.6,-1.6,Riyadh,24.7136,46.6753
2022-04-24,35.4,23.4,39,11,36.6,9.1,0.5,Riyadh,24.7136,46.6753
2022-04-25,28.0,19.8,73,37,30.5,15.4,11.0,Riyadh,24.7136,46.6753
2022-04-26,31.6,19.9,62,21,16.6,12.5,6.2,Riyadh,24.7136,46.6753
2022-04-27,35.1,21.0,44,11,28.9,8.6,0.5,Riyadh,24.7136,46.6753
2022-04-28,28.1,20.2,81,37,36.1,17.0,8.5,Riyadh,24.7136,46.6753
2022-04-29,27.7,19.2,75,41,24.8,16.2,13.0,Riyadh,24.7136,46.6753
2022-04-30,33.8,18.4,74,16,26.1,14.5,3.3,Riyadh,24.7136,46.6753
2022-05-01,38.1,19.6,52,9,32.9,9.7,-2.9,Riyadh,24.7136,46.6753
2022-05-02,35.4,21.9,22,9,16.7,0.4,-4.9,Riyadh,24.7136,46.6753
2022-05-03,36.0,21.7,26,9,21.9,1.3,-2.3,Riyadh,24.7136,46.6753
2022-05-04,39.9,23.1,23,6,24.0,1.7,-4.0,Riyadh,24.7136,46.6753
2022-05-05,41.2,28.3,17,7,41.7,1.3,-4.6,Riyadh,24.7136,46.6753
2022-05-06,40.6,28.1,15,7,29.7,1.8,-3.0,Riyadh,24.7136,46.6753
2022-05-07,35.8,23.4,40,12,26.9,9.4,0.8,Riyadh,24.7136,46.6753
2022-05-08,34.9,21.2,32,9,21.5,4.3,-3.6,Riyadh,24.7136,46.6753
2022-05-09,34.1,20.3,36,10,17.3,4.9,-2.2,Riyadh,24.7136,46.6753
2022-05-10,34.8,22.9,19,10,16.5,0.1,-2.7,Riyadh,24.7136,46.6753
2022-05-11,39.2,23.4,19,8,22.1,0.7,-4.6,Riyadh,24.7136,46.6753
2022-05-12,37.3,22.7,23,7,16.4,0.8,-4.1,Riyadh,24.7136,46.6753
2022-05-13,36.0,23.6,19,7,31.2,-1.4,-4.8,Riyadh,24.7136,46.6753
2022-05-14,33.4,21.7,20,8,38.0,-1.3,-10.3,Riyadh,24.7136,46.6753
2022-05-15,36.4,21.5,16,4,25.4,-4.9,-11.2,Riyadh,24.7136,46.6753
2022-05-16,40.1,21.0,15,4,22.5,-5.2,-11.2,Riyadh,24.7136,46.6753
2022-05-17,37.7,24.2,28,8,19.0,5.4,-6.4,Riyadh,24.7136,46.6753
2022-05-18,40.1,24.0,23,7,16.5,1.6,-2.6,Riyadh,24.7136,46.6753
2022-05-19,42.3,25.2,20,6,20.7,0.9,-4.0,Riyadh,24.7136,46.6753
2022-05-20,41.3,25.9,20,6,12.7,1.7,-3.8,Riyadh,24.7136,46.6753
2022-05-21,42.6,27.0,18,5,19.6,2.3,-5.7,Riyadh,24.7136,46.6753
2022-05-22,41.5,25.6,20,5,19.9,2.0,-4.8,Riyadh,24.7136,46.6753
2022-05-23,43.2,27.7,16,5,30.1,1.6,-6.0,Riyadh,24.7136,46.6753
2022-05-24,37.0,24.8,21,8,25.2,0.8,-3.6,Riyadh,24.7136,46.6753
2022-05-25,37.5,22.8,25,9,18.7,3.3,-0.3,Riyadh,24.7136,46.6753
2022-05-26,38.2,23.9,24,8,22.1,2.5,-1.8,Riyadh,24.7136,46.6753
2022-05-27,38.3,24.1,24,9,19.4,2.2,-0.7,Riyadh,24.7136,46.6753
2022-05-28,39.3,25.0,23,8,26.9,2.3,-3.3,Riyadh,24.7136,46.6753
2022-05-29,39.1,24.6,20,7,15.5,0.5,-4.2,Riyadh,24.7136,46.6753
2022-05-30,39.5,25.1,18,7,16.3,-0.5,-4.0,Riyadh,24.7136,46.6753
2022-05-31,39.8,25.7,15,6,17.4,-0.5,-5.2,Riyadh,24.7136,46.6753
2022-06-01,40.5,26.6,14,5,27.1,-3.5,-8.2,Riyadh,24.7136,46.6753
2022-06-02,40.8,26.1,14,4,27.4,-2.1,-8.5,Riyadh,24.7136,46.6753
2022-06-03,40.1,25.1,19,6,21.1,1.2,-4.6,Riyadh,24.7136,46.6753
2022-06-04,41.8,25.7,15,5,20.3,-3.0,-6.8,Riyadh,24.7136,46.6753
2022-06-05,42.7,26.7,13,4,26.1,-3.7,-9.1,Riyadh,24.7136,46.6753
2022-06-06,42.7,27.6,12,4,24.5,-4.1,-7.5,Riyadh,24.7136,46.6753
2022-06-07,43.9,27.5,14,4,18.5,-2.8,-7.7,Riyadh,24.7136,46.6753
2022-06-08,44.5,28.3,12,4,28.2,-3.4,-6.8,Riyadh,24.7136,46.6753
2022-06-09,44.8,30.3,11,4,19.1,-2.6,-6.8,Riyadh,24.7136,46.6753
2022-06-10,44.0,28.9,19,4,22.4,3.5,-6.5,Riyadh,24.7136,46.6753
2022-06-11,42.1,27.5,21,7,18.7,3.5,-1.5,Riyadh,24.7136,46.6753
2022-06-12,41.6,27.5,18,7,16.4,1.0,-0.4,Riyadh,24.7136,46.6753
2022-06-13,42.1,28.0,18,7,15.8,1.2,-2.9,Riyadh,24.7136,46.6753
2022-06-14,42.7,28.2,17,6,23.7,2.2,-3.6,Riyadh,24.7136,46.6753
2022-06-15,42.2,27.2,21,7,26.1,8.8,-1.2,Riyadh,24.7136,46.6753
2022-06-16,42.1,28.3,19,6,21.9,2.4,-2.6,Riyadh,24.7136,46.6753
2022-06-17,41.9,28.5,20,7,30.8,3.4,-0.2,Riyadh,24.7136,46.6753
2022-06-18,42.4,27.7,17,5,32.6,2.0,-6.8,Riyadh,24.7136,46.6753
2022-06-19,44.2,28.9,12,4,19.9,0.5,-6.2,Riyadh,24.7136,46.6753
2022-06-20,45.3,29.9,11,4,22.9,-3.5,-8.1,Riyadh,24.7136,46.6753
2022-06-21,44.7,28.6,13,6,33.4,-0.0,-6.1,Riyadh,24.7136,46.6753
2022-06-22,45.3,30.3,14,5,19.3,-0.1,-3.1,Riyadh,24.7136,46.6753
2022-06-23,43.6,29.4,18,6,19.1,4.2,-2.2,Riyadh,24.7136,46.6753
2022-06-24,42.3,28.4,29,9,23.9,11.5,2.7,Riyadh,24.7136,46.6753
2022-06-25,44.5,28.7,22,6,19.0,5.4,-0.9,Riyadh,24.7136,46.6753
2022-06-26,44.7,30.9,15,6,26.6,1.1,-2.1,Riyadh,24.7136,46.6753
2022-06-27,41.3,28.3,17,10,27.7,5.5,0.7,Riyadh,24.7136,46.6753
2022-06-28,41.5,26.5,19,8,25.5,1.4,-0.2,Riyadh,24.7136,46.6753
2022-06-29,40.9,26.9,19,5,30.6,1.8,-6.6,Riyadh,24.7136,46.6753
2022-06-30,43.0,28.2,17,6,27.1,1.0,-3.0,Riyadh,24.7136,46.6753
2022-07-01,43.4,28.9,16,7,21.1,0.6,-0.3,Riyadh,24.7136,46.6753
2022-07-02,43.1,29.9,14,7,24.4,0.1,-1.1,Riyadh,24.7136,46.6753
2022-07-03,41.1,28.2,16,9,28.1,2.5,-0.4,Riyadh,24.7136,46.6753
2022-07-04,41.4,28.6,17,8,27.1,2.7,-0.8,Riyadh,24.7136,46.6753
2022-07-05,41.5,29.2,19,7,29.2,3.6,-1.4,Riyadh,24.7136,46.6753
2022-07-06,41.1,28.4,16,8,29.3,2.2,-0.3,Riyadh,24.7136,46.6753
2022-07-07,41.2,29.0,19,7,25.3,3.0,-2.1,Riyadh,24.7136,46.6753
2022-07-08,42.5,30.9,18,6,27.3,4.5,-2.7,Riyadh,24.7136,46.6753
2022-07-09,41.9,29.6,17,8,29.1,2.0,0.1,Riyadh,24.7136,46.6753
2022-07-10,42.1,28.1,18,6,29.9,1.6,-3.9,Riyadh,24.7136,46.6753
2022-07-11,41.8,29.2,13,7,31.4,1.0,-4.0,Riyadh,24.7136,46.6753
2022-07-12,39.6,30.6,14,10,34.0,2.1,-0.7,Riyadh,24.7136,46.6753
2022-07-13,41.5,29.2,14,6,27.9,0.6,-3.8,Riyadh,24.7136,46.6753
2022-07-14,42.7,29.5,15,3,33.5,3.4,-9.6,Riyadh,24.7136,46.6753
2022-07-15,42.7,29.5,15,6,32.4,2.7,-3.6,Riyadh,24.7136,46.6753
2022-07-16,43.2,29.9,13,6,30.1,-1.0,-3.3,Riyadh,24.7136,46.6753
2022-07-17,43.5,29.5,15,7,31.1,4.0,-2.1,Riyadh,24.7136,46.6753
2022-07-18,43.3,28.4,17,7,22.2,2.0,-0.7,Riyadh,24.7136,46.6753
2022-07-19,44.1,31.0,16,7,25.3,3.0,-0.4,Riyadh,24.7136,46.6753
2022-07-20,44.9,31.4,14,6,32.6,0.9,-1.9,Riyadh,24.7136,46.6753
2022-07-21,44.9,31.1,12,5,27.9,-0.7,-4.5,Riyadh,24.7136,46.6753
2022-07-22,44.6,32.1,23,8,26.3,9.6,-0.3,Riyadh,24.7136,46.6753
2022-07-23,45.0,30.4,25,7,25.2,9.2,1.6,Riyadh,24.7136,46.6753
2022-07-24,44.5,30.7,22,8,21.4,6.4,2.1,Riyadh,24.7136,46.6753
2022-07-25,43.6,30.8,20,10,29.4,5.7,3.6,Riyadh,24.7136,46.6753
2022-07-26,42.2,30.2,20,7,21.7,4.9,-1.4,Riyadh,24.7136,46.6753
2022-07-27,41.3,28.9,18,7,19.1,3.2,-1.6,Riyadh,24.7136,46.6753
2022-07-28,37.9,31.0,22,14,30.3,7.3,3.6,Riyadh,24.7136,46.6753
2022-07-29,41.1,28.3,48,9,18.4,16.9,2.2,Riyadh,24.7136,46.6753
2022-07-30,40.5,29.2,48,22,27.5,18.4,14.2,Riyadh,24.7136,46.6753
2022-07-31,39.7,30.8,52,25,17.7,20.2,15.6,Riyadh,24.7136,46.6753
2022-08-01,40.5,28.7,56,23,12.8,19.1,15.4,Riyadh,24.7136,46.6753
2022-08-02,40.6,30.6,53,23,21.1,19.9,15.3,Riyadh,24.7136,46.6753
2022-08-03,41.8,31.3,44,18,17.1,17.5,12.6,Riyadh,24.7136,46.6753
2022-08-04,43.3,32.0,35,13,25.4,14.6,7.6,Riyadh,24.7136,46.6753
2022-08-05,44.7,31.7,24,10,25.7,10.3,5.9,Riyadh,24.7136,46.6753
2022-08-06,45.8,30.9,24,8,19.7,7.8,3.6,Riyadh,24.7136,46.6753
2022-08-07,45.3,32.4,26,10,28.8,12.3,4.5,Riyadh,24.7136,46.6753
2022-08-08,45.3,31.1,29,10,19.9,10.8,6.8,Riyadh,24.7136,46.6753
2022-08-09,44.9,32.4,24,8,31.8,12.2,3.1,Riyadh,24.7136,46.6753
2022-08-10,45.0,32.7,20,7,32.0,7.0,1.5,Riyadh,24.7136,46.6753
2022-08-11,44.4,33.3,22,10,32.6,8.6,5.5,Riyadh,24.7136,46.6753
2022-08-12,43.1,31.9,24,9,36.8,9.1,1.6,Riyadh,24.7136,46.6753
2022-08-13,43.5,32.0,19,6,34.5,7.5,-1.7,Riyadh,24.7136,46.6753
2022-08-14,42.6,29.7,20,7,23.2,6.4,-0.1,Riyadh,24.7136,46.6753
2022-08-15,42.4,27.7,21,10,21.7,6.1,-1.9,Riyadh,24.7136,46.6753
2022-08-16,43.1,28.7,17,7,27.9,4.0,0.7,Riyadh,24.7136,46.6753
2022-08-17,43.0,30.7,19,8,27.3,5.8,-0.1,Riyadh,24.7136,46.6753
2022-08-18,43.7,30.5,14,7,20.9,2.3,-2.9,Riyadh,24.7136,46.6753
2022-08-19,44.8,31.1,15,5,20.9,1.6,-4.0,Riyadh,24.7136,46.6753
2022-08-20,44.4,29.7,14,5,26.9,3.4,-3.8,Riyadh,24.7136,46.6753
2022-08-21,44.6,29.5,18,7,24.1,3.5,0.2,Riyadh,24.7136,46.6753
2022-08-22,44.1,29.8,17,7,19.1,2.9,-0.1,Riyadh,24.7136,46.6753
2022-08-23,42.3,28.5,23,9,21.5,8.2,1.9,Riyadh,24.7136,46.6753
2022-08-24,41.1,29.8,25,10,16.2,8.3,2.5,Riyadh,24.7136,46.6753
2022-08-25,40.8,28.5,20,10,17.1,5.1,2.1,Riyadh,24.7136,46.6753
2022-08-26,40.6,28.6,23,9,24.6,8.3,1.6,Riyadh,24.7136,46.6753
2022-08-27,40.7,27.6,21,9,24.5,5.1,1.4,Riyadh,24.7136,46.6753
2022-08-28,39.7,26.4,21,8,23.8,2.6,-1.6,Riyadh,24.7136,46.6753
2022-08-29,41.0,26.2,19,7,20.3,0.9,-3.5,Riyadh,24.7136,46.6753
2022-08-30,41.1,26.5,18,7,20.9,1.3,-1.4,Riyadh,24.7136,46.6753
2022-08-31,38.8,26.5,21,10,18.4,6.6,1.7,Riyadh,24.7136,46.6753
2022-09-01,39.7,26.7,23,9,17.9,3.9,0.2,Riyadh,24.7136,46.6753
2022-09-02,40.9,26.0,22,7,17.4,2.8,-2.5,Riyadh,24.7136,46.6753
2022-09-03,41.7,26.2,18,6,21.5,0.9,-2.5,Riyadh,24.7136,46.6753
2022-09-04,41.7,27.1,20,7,19.2,2.8,-1.9,Riyadh,24.7136,46.6753
2022-09-05,42.0,27.1,16,6,22.7,0.8,-3.3,Riyadh,24.7136,46.6753
2022-09-06,42.5,27.5,14,5,21.2,-1.1,-6.2,Riyadh,24.7136,46.6753
2022-09-07,42.4,27.8,17,7,19.4,3.0,-1.5,Riyadh,24.7136,46.6753
2022-09-08,41.4,28.8,19,7,20.3,4.3,-1.0,Riyadh,24.7136,46.6753
2022-09-09,41.9,26.9,20,8,16.2,3.7,0.9,Riyadh,24.7136,46.6753
2022-09-10,41.8,26.3,23,8,20.5,5.4,-1.1,Riyadh,24.7136,46.6753
2022-09-11,42.5,27.7,23,6,36.4,5.5,-2.5,Riyadh,24.7136,46.6753
2022-09-12,42.3,26.8,17,6,30.3,0.0,-3.8,Riyadh,24.7136,46.6753
2022-09-13,42.4,27.6,16,6,20.2,-0.3,-2.3,Riyadh,24.7136,46.6753
2022-09-14,42.8,26.8,18,6,20.9,1.0,-2.1,Riyadh,24.7136,46.6753
2022-09-15,41.6,27.9,26,7,27.8,6.7,-2.1,Riyadh,24.7136,46.6753
2022-09-16,39.0,25.5,31,10,16.3,8.3,2.0,Riyadh,24.7136,46.6753
2022-09-17,39.2,24.2,28,10,16.6,4.6,2.5,Riyadh,24.7136,46.6753
2022-09-18,40.3,26.0,25,9,20.9,4.3,1.5,Riyadh,24.7136,46.6753
2022-09-19,39.7,26.5,21,8,21.1,2.8,-2.8,Riyadh,24.7136,46.6753
2022-09-20,39.5,24.1,33,7,20.9,8.7,-2.6,Riyadh,24.7136,46.6753
2022-09-21,36.8,24.3,45,19,16.0,15.5,4.5,Riyadh,24.7136,46.6753
2022-09-22,38.7,24.9,27,11,21.4,4.7,1.7,Riyadh,24.7136,46.6753
2022-09-23,39.3,26.0,20,9,18.0,4.4,-0.3,Riyadh,24.7136,46.6753
2022-09-24,38.7,26.0,26,9,28.9,5.9,0.4,Riyadh,24.7136,46.6753
2022-09-25,36.2,23.5,30,11,30.5,7.4,1.1,Riyadh,24.7136,46.6753
2022-09-26,36.0,24.3,35,13,27.8,8.0,2.6,Riyadh,24.7136,46.6753
2022-09-27,36.5,22.4,29,5,21.7,3.4,-10.8,Riyadh,24.7136,46.6753
2022-09-28,37.2,22.1,21,10,23.8,1.1,-5.9,Riyadh,24.7136,46.6753
2022-09-29,36.1,21.8,24,9,15.5,0.8,-2.6,Riyadh,24.7136,46.6753
2022-09-30,34.8,20.7,22,9,17.2,-0.3,-3.5,Riyadh,24.7136,46.6753
2022-10-01,35.7,20.7,22,9,15.3,0.3,-3.2,Riyadh,24.7136,46.6753
2022-10-02,37.1,21.2,22,6,22.9,-0.4,-5.4,Riyadh,24.7136,46.6753
2022-10-03,37.2,21.2,21,6,14.5,2.1,-5.7,Riyadh,24.7136,46.6753
2022-10-04,36.4,24.3,29,8,13.3,8.8,-3.8,Riyadh,24.7136,46.6753
2022-10-05,36.5,23.6,42,9,15.5,11.0,-2.2,Riyadh,24.7136,46.6753
2022-10-06,36.3,24.3,18,8,15.5,-1.0,-4.7,Riyadh,24.7136,46.6753
2022-10-07,36.5,21.8,21,7,13.6,-1.4,-5.7,Riyadh,24.7136,46.6753
2022-10-08,36.9,20.9,20,7,19.1,-2.7,-5.8,Riyadh,24.7136,46.6753
2022-10-09,35.7,22.2,28,8,18.8,3.2,-3.4,Riyadh,24.7136,46.6753
2022-10-10,35.5,20.7,26,8,17.8,0.9,-3.6,Riyadh,24.7136,46.6753
2022-10-11,36.0,21.2,23,7,16.1,-0.9,-5.3,Riyadh,24.7136,46.6753
2022-10-12,35.4,20.7,28,8,25.1,3.2,-3.6,Riyadh,24.7136,46.6753
2022-10-13,34.8,19.9,41,10,22.3,6.6,-2.0,Riyadh,24.7136,46.6753
2022-10-14,33.4,20.7,42,14,16.4,10.7,2.3,Riyadh,24.7136,46.6753
2022-10-15,34.0,21.5,30,12,14.3,3.5,0.2,Riyadh,24.7136,46.6753
2022-10-16,34.7,20.9,28,11,15.6,1.8,-0.7,Riyadh,24.7136,46.6753
