time,temperature_2m_max,temperature_2m_min,relative_humidity_2m_max,relative_humidity_2m_min,wind_speed_10m_max,dew_point_2m_max,dew_point_2m_min,city,latitude,longitude
2024-06-04,45.2,28.3,30,6,37.1,8.9,-1.8,Medina,24.5247,39.5692
2024-06-05,46.8,30.7,20,5,34.6,6.0,-2.9,Medina,24.5247,39.5692
2024-06-06,47.0,31.2,18,5,25.0,11.1,-3.5,Medina,24.5247,39.5692
2024-06-07,46.9,30.1,17,5,28.1,7.9,-2.4,Medina,24.5247,39.5692
2024-06-08,46.2,30.7,19,5,19.7,7.5,-2.0,Medina,24.5247,39.5692
2024-06-09,45.4,31.8,26,6,23.5,12.1,-0.1,Medina,24.5247,39.5692
2024-06-10,44.7,29.8,20,6,28.7,8.3,-2.3,Medina,24.5247,39.5692
2024-06-11,43.8,27.0,22,4,27.2,5.2,-8.4,Medina,24.5247,39.5692
2024-06-12,44.6,27.5,27,6,23.3,7.6,-2.0,Medina,24.5247,39.5692
2024-06-13,45.2,28.4,27,6,25.2,7.6,-1.5,Medina,24.5247,39.5692
2024-06-14,45.2,27.7,26,5,24.8,10.6,-4.8,Medina,24.5247,39.5692
2024-06-15,45.4,27.7,30,4,24.8,8.9,-4.7,Medina,24.5247,39.5692
2024-06-16,44.9,30.7,19,6,24.9,5.0,-1.1,Medina,24.5247,39.5692
2024-06-17,45.9,33.0,14,5,20.4,3.1,-2.4,Medina,24.5247,39.5692
2024-06-18,45.7,30.7,13,5,23.4,0.3,-4.3,Medina,24.5247,39.5692
2024-06-19,46.2,29.2,26,4,19.9,12.5,-5.9,Medina,24.5247,39.5692
2024-06-20,46.7,29.7,24,5,24.9,7.6,-2.8,Medina,24.5247,39.5692
2024-06-21,47.3,31.3,19,5,31.4,11.8,-1.6,Medina,24.5247,39.5692
2024-06-22,45.6,31.8,19,6,30.1,5.2,-1.6,Medina,24.5247,39.5692
2024-06-23,44.0,30.6,19,5,24.9,8.0,-7.2,Medina,24.5247,39.5692
2024-06-24,43.9,29.6,25,5,20.0,9.0,-5.0,Medina,24.5247,39.5692
2024-06-25,45.0,29.3,24,5,28.8,9.5,-4.2,Medina,24.5247,39.5692
2024-06-26,45.5,29.1,21,4,32.5,5.8,-5.2,Medina,24.5247,39.5692
2024-06-27,44.2,27.1,27,5,30.4,9.3,-3.4,Medina,24.5247,39.5692
2024-06-28,43.8,27.1,27,6,32.6,7.4,-2.7,Medina,24.5247,39.5692
2024-06-29,43.4,26.5,23,7,31.4,8.7,-1.1,Medina,24.5247,39.5692
2024-06-30,43.0,27.5,26,6,24.2,6.5,-4.1,Medina,24.5247,39.5692
2024-07-01,41.8,27.2,21,8,33.2,4.9,-1.4,Medina,24.5247,39.5692
2024-07-02,39.6,26.2,27,11,29.4,6.9,2.7,Medina,24.5247,39.5692
2024-07-03,39.5,25.6,30,5,28.3,6.9,-6.1,Medina,24.5247,39.5692
2024-07-04,40.7,24.5,30,8,34.7,5.6,-0.5,Medina,24.5247,39.5692
2024-07-05,42.6,26.2,24,7,20.4,5.4,-2.2,Medina,24.5247,39.5692
2024-07-06,44.0,27.2,29,6,36.6,9.7,-2.5,Medina,24.5247,39.5692
2024-07-07,43.8,27.7,30,7,38.8,9.9,0.4,Medina,24.5247,39.5692
2024-07-08,42.2,29.0,30,11,29.5,11.2,4.4,Medina,24.5247,39.5692
2024-07-09,42.4,28.5,34,7,26.1,10.9,0.1,Medina,24.5247,39.5692
2024-07-10,43.6,27.8,26,6,25.5,6.9,-2.1,Medina,24.5247,39.5692
2024-07-11,43.9,28.3,27,9,20.1,7.3,3.0,Medina,24.5247,39.5692
2024-07-12,45.8,30.8,24,7,24.8,11.3,2.3,Medina,24.5247,39.5692
2024-07-13,45.7,30.4,27,8,30.3,9.7,2.4,Medina,24.5247,39.5692
2024-07-14,44.8,29.2,21,6,33.7,5.2,-1.8,Medina,24.5247,39.5692
2024-07-15,42.1,26.8,29,10,24.8,9.9,-0.1,Medina,24.5247,39.5692
2024-07-16,42.8,26.2,35,9,30.7,11.8,3.0,Medina,24.5247,39.5692
2024-07-17,43.9,27.6,34,10,31.8,13.6,4.8,Medina,24.5247,39.5692
2024-07-18,45.5,29.2,32,8,33.4,12.7,2.2,Medina,24.5247,39.5692
2024-07-19,45.6,29.3,22,5,27.4,8.3,-2.4,Medina,24.5247,39.5692
2024-07-20,44.4,28.8,25,7,28.7,8.3,0.0,Medina,24.5247,39.5692
2024-07-21,43.6,28.4,27,7,27.3,7.7,-0.8,Medina,24.5247,39.5692
2024-07-22,43.0,26.8,27,6,24.4,8.7,-3.2,Medina,24.5247,39.5692
2024-07-23,43.3,27.9,30,10,38.3,12.0,3.1,Medina,24.5247,39.5692
2024-07-24,41.5,27.8,23,10,39.5,6.1,2.2,Medina,24.5247,39.5692
2024-07-25,40.6,26.3,40,9,25.9,13.0,1.0,Medina,24.5247,39.5692
2024-07-26,41.2,25.7,34,8,25.3,10.9,0.4,Medina,24.5247,39.5692
2024-07-27,42.7,27.1,32,9,32.8,11.1,3.0,Medina,24.5247,39.5692
2024-07-28,42.5,27.4,33,8,22.1,15.6,1.5,Medina,24.5247,39.5692
2024-07-29,41.6,27.2,46,9,30.6,14.7,2.2,Medina,24.5247,39.5692
2024-07-30,40.5,27.8,42,11,30.6,15.6,4.1,Medina,24.5247,39.5692
2024-07-31,40.7,26.7,28,9,23.4,10.6,0.3,Medina,24.5247,39.5692
2024-08-01,40.8,28.1,39,10,26.5,14.2,3.5,Medina,24.5247,39.5692
2024-08-02,41.5,26.7,65,10,29.4,21.0,2.0,Medina,24.5247,39.5692
2024-08-03,41.2,26.7,70,14,25.9,21.4,6.7,Medina,24.5247,39.5692
2024-08-04,41.0,28.5,64,16,23.1,21.6,9.4,Medina,24.5247,39.5692
2024-08-05,38.7,29.1,65,24,24.3,22.2,14.3,Medina,24.5247,39.5692
2024-08-06,41.8,28.7,65,15,32.5,21.5,8.9,Medina,24.5247,39.5692
2024-08-07,40.8,27.9,58,13,36.1,20.3,4.9,Medina,24.5247,39.5692
2024-08-08,42.6,28.1,61,10,31.3,22.0,4.5,Medina,24.5247,39.5692
2024-08-09,43.9,28.5,65,10,24.0,21.9,6.1,Medina,24.5247,39.5692
2024-08-10,45.3,29.8,33,9,37.2,12.6,5.0,Medina,24.5247,39.5692
2024-08-11,45.6,33.1,26,9,28.5,11.6,4.6,Medina,24.5247,39.5692
2024-08-12,45.6,30.8,35,9,33.7,16.8,4.9,Medina,24.5247,39.5692
2024-08-13,45.5,30.2,31,9,27.8,14.2,5.1,Medina,24.5247,39.5692
2024-08-14,45.3,33.2,29,9,37.8,13.2,5.8,Medina,24.5247,39.5692
2024-08-15,44.2,33.6,48,14,31.4,21.1,10.7,Medina,24.5247,39.5692
2024-08-16,43.3,31.9,51,17,29.2,20.7,10.1,Medina,24.5247,39.5692
2024-08-17,43.4,31.4,30,9,23.9,12.8,3.2,Medina,24.5247,39.5692
2024-08-18,42.5,29.7,32,9,19.7,11.2,2.8,Medina,24.5247,39.5692
2024-08-19,44.5,31.8,22,9,26.9,8.4,2.4,Medina,24.5247,39.5692
2024-08-20,44.3,31.5,23,9,22.2,8.7,2.7,Medina,24.5247,39.5692
2024-08-21,45.8,30.0,29,9,19.5,15.0,4.6,Medina,24.5247,39.5692
2024-08-22,42.8,31.4,63,15,26.5,24.2,10.7,Medina,24.5247,39.5692
2024-08-23,43.3,30.9,64,13,24.5,23.6,9.2,Medina,24.5247,39.5692
2024-08-24,42.3,30.1,69,15,27.7,24.2,10.1,Medina,24.5247,39.5692
2024-08-25,40.5,28.9,71,19,30.3,23.7,12.3,Medina,24.5247,39.5692
2024-08-26,43.2,28.8,69,13,28.6,23.0,8.4,Medina,24.5247,39.5692
2024-08-27,44.8,30.1,62,10,30.7,22.6,5.5,Medina,24.5247,39.5692
2024-08-28,45.0,29.8,66,10,37.9,22.7,5.5,Medina,24.5247,39.5692
2024-08-29,41.9,30.5,37,13,28.0,15.7,8.2,Medina,24.5247,39.5692
2024-08-30,42.0,30.1,56,14,40.0,20.5,8.8,Medina,24.5247,39.5692
2024-08-31,41.6,28.5,43,13,23.0,14.7,6.4,Medina,24.5247,39.5692
2024-09-01,42.1,29.9,32,11,33.6,11.9,5.7,Medina,24.5247,39.5692
2024-09-02,42.7,28.7,36,11,31.7,12.5,5.7,Medina,24.5247,39.5692
2024-09-03,41.9,28.5,39,11,19.5,13.7,5.7,Medina,24.5247,39.5692
2024-09-04,42.7,29.9,34,10,26.3,12.3,4.8,Medina,24.5247,39.5692
2024-09-05,42.5,29.5,28,11,31.0,9.8,5.4,Medina,24.5247,39.5692
2024-09-06,42.0,28.1,33,9,30.3,11.7,1.9,Medina,24.5247,39.5692
2024-09-07,40.1,26.3,39,12,19.3,13.0,4.4,Medina,24.5247,39.5692
2024-09-08,41.3,25.9,44,10,16.6,12.8,3.1,Medina,24.5247,39.5692
2024-09-09,41.5,26.8,39,11,17.0,11.7,5.2,Medina,24.5247,39.5692
2024-09-10,41.3,27.8,25,10,23.2,7.5,2.9,Medina,24.5247,39.5692
2024-09-11,44.0,27.0,31,7,19.8,9.5,-0.6,Medina,24.5247,39.5692
2024-09-12,45.0,27.7,41,6,13.1,14.1,-0.4,Medina,24.5247,39.5692
2024-09-13,44.9,29.8,35,7,29.4,14.1,0.9,Medina,24.5247,39.5692
2024-09-14,44.3,28.0,68,7,28.6,23.0,1.6,Medina,24.5247,39.5692
2024-09-15,41.8,26.7,71,11,27.9,21.8,4.8,Medina,24.5247,39.5692
2024-09-16,41.2,25.8,64,12,22.4,19.3,5.6,Medina,24.5247,39.5692
2024-09-17,42.3,25.4,39,8,18.1,14.0,1.1,Medina,24.5247,39.5692
2024-09-18,42.1,28.0,44,9,21.4,14.7,3.2,Medina,24.5247,39.5692
2024-09-19,42.5,26.4,39,8,27.8,12.0,1.9,Medina,24.5247,39.5692
2024-09-20,41.8,27.8,38,9,19.8,12.0,0.6,Medina,24.5247,39.5692
2024-09-21,40.3,26.6,29,9,19.2,8.8,1.8,Medina,24.5247,39.5692
2024-09-22,41.2,27.5,33,10,23.2,11.4,2.7,Medina,24.5247,39.5692
2024-09-23,41.2,25.6,38,9,19.2,11.4,1.3,Medina,24.5247,39.5692
2024-09-24,41.8,25.5,43,8,15.0,12.6,-0.3,Medina,24.5247,39.5692
2024-09-25,42.7,27.0,36,7,17.4,10.9,-0.4,Medina,24.5247,39.5692
2024-09-26,42.3,25.7,24,7,16.9,6.5,-1.0,Medina,24.5247,39.5692
2024-09-27,42.6,27.0,27,6,17.6,7.1,-2.8,Medina,24.5247,39.5692
2024-09-28,43.0,27.6,26,7,20.7,7.5,-1.2,Medina,24.5247,39.5692
2024-09-29,41.8,27.2,29,7,21.8,7.7,-1.2,Medina,24.5247,39.5692
2024-09-30,41.7,25.7,28,9,32.8,10.0,1.0,Medina,24.5247,39.5692
2024-10-01,39.8,23.6,44,5,30.7,10.6,-6.7,Medina,24.5247,39.5692
2024-10-02,39.0,22.2,49,6,20.1,11.0,-5.6,Medina,24.5247,39.5692
2024-10-03,39.5,24.7,36,10,15.9,9.1,-1.6,Medina,24.5247,39.5692
2024-10-04,40.2,24.7,22,7,24.9,1.4,-2.1,Medina,24.5247,39.5692
2024-10-05,41.2,25.4,36,8,27.9,9.3,0.2,Medina,24.5247,39.5692
2024-10-06,40.7,24.2,36,7,27.0,9.2,-1.5,Medina,24.5247,39.5692
2024-10-07,40.0,24.8,29,9,15.9,5.9,0.3,Medina,24.5247,39.5692
2024-10-08,39.9,25.4,21,9,28.0,3.4,-1.0,Medina,24.5247,39.5692
2024-10-09,39.9,26.1,24,9,15.8,5.4,-0.6,Medina,24.5247,39.5692
2024-10-10,39.7,25.1,50,11,25.7,14.7,2.1,Medina,24.5247,39.5692
2024-10-11,39.1,24.9,57,12,27.2,16.0,4.8,Medina,24.5247,39.5692
2024-10-12,38.8,24.4,41,9,28.7,11.3,-0.5,Medina,24.5247,39.5692
2024-10-13,38.7,22.9,41,10,23.5,9.8,0.7,Medina,24.5247,39.5692
2024-10-14,38.1,23.6,41,9,20.7,10.1,-1.5,Medina,24.5247,39.5692
2024-10-15,37.9,22.9,25,8,21.2,3.5,-3.1,Medina,24.5247,39.5692
2024-10-16,39.1,23.8,27,8,22.8,3.6,-1.6,Medina,24.5247,39.5692
2024-10-17,37.8,24.0,29,10,31.8,4.8,0.6,Medina,24.5247,39.5692
2024-10-18,38.7,21.7,52,9,31.8,12.4,0.9,Medina,24.5247,39.5692
2024-10-19,38.2,21.7,36,11,27.8,8.7,2.5,Medina,24.5247,39.5692
2024-10-20,37.6,22.2,38,12,12.9,7.2,2.9,Medina,24.5247,39.5692
2024-10-21,37.8,23.0,31,12,21.4,6.3,4.0,Medina,24.5247,39.5692
2024-10-22,37.9,22.8,42,14,31.4,9.4,2.5,Medina,24.5247,39.5692
2024-10-23,35.3,20.3,46,10,15.7,9.7,-2.1,Medina,24.5247,39.5692
2024-10-24,33.6,20.7,31,16,29.3,8.3,-2.0,Medina,24.5247,39.5692
2024-10-25,34.2,20.5,62,22,31.7,17.1,2.9,Medina,24.5247,39.5692
2024-10-26,32.2,20.7,69,38,22.8,17.1,14.0,Medina,24.5247,39.5692
2024-10-27,32.4,18.5,73,32,16.7,17.6,12.9,Medina,24.5247,39.5692
2024-10-28,33.5,21.4,74,25,17.7,17.4,9.9,Medina,24.5247,39.5692
2024-10-29,32.9,21.1,71,27,20.2,16.3,9.0,Medina,24.5247,39.5692
2024-10-30,32.7,20.2,72,27,20.3,16.2,9.5,Medina,24.5247,39.5692
2024-10-31,33.6,21.0,71,23,29.8,16.4,8.4,Medina,24.5247,39.5692
2024-11-01,32.8,20.6,73,22,25.2,16.1,8.3,Medina,24.5247,39.5692
2024-11-02,33.3,19.5,82,21,19.5,18.7,7.8,Medina,24.5247,39.5692
2024-11-03,34.1,21.1,81,26,23.2,18.3,9.0,Medina,24.5247,39.5692
2024-11-04,31.1,20.4,47,23,16.3,12.0,2.4,Medina,24.5247,39.5692
2024-11-05,33.3,18.7,60,23,16.8,15.2,4.5,Medina,24.5247,39.5692
2024-11-06,36.2,21.2,68,16,21.4,15.2,6.2,Medina,24.5247,39.5692
2024-11-07,36.3,22.4,54,13,23.3,13.7,4.0,Medina,24.5247,39.5692
2024-11-08,36.3,21.5,59,12,25.3,13.9,2.5,Medina,24.5247,39.5692
2024-11-09,36.1,22.9,59,13,23.6,14.9,2.9,Medina,24.5247,39.5692
2024-11-10,36.0,21.3,53,13,23.5,13.7,3.1,Medina,24.5247,39.5692
2024-11-11,34.7,20.3,63,13,12.0,13.3,1.7,Medina,24.5247,39.5692
2024-11-12,34.5,18.4,40,12,7.6,4.5,0.7,Medina,24.5247,39.5692
2024-11-13,33.4,18.7,57,14,7.7,11.4,2.2,Medina,24.5247,39.5692
2024-11-14,32.7,17.3,64,14,13.6,10.7,1.1,Medina,24.5247,39.5692
2024-11-15,33.9,17.8,51,9,12.5,10.6,-3.9,Medina,24.5247,39.5692
2024-11-16,31.7,16.6,71,20,12.8,16.6,5.7,Medina,24.5247,39.5692
2024-11-17,31.6,19.2,89,28,17.8,18.3,11.1,Medina,24.5247,39.5692
2024-11-18,30.2,17.7,92,29,20.5,17.3,9.7,Medina,24.5247,39.5692
2024-11-19,29.0,16.8,78,31,12.4,15.9,6.1,Medina,24.5247,39.5692
2024-11-20,29.5,16.3,59,24,12.0,13.5,5.8,Medina,24.5247,39.5692
2024-11-21,29.8,16.5,58,25,14.1,11.9,7.5,Medina,24.5247,39.5692
2024-11-22,31.6,18.0,57,22,13.5,13.9,7.1,Medina,24.5247,39.5692
2024-11-23,32.0,20.1,71,24,14.1,16.4,5.7,Medina,24.5247,39.5692
2024-11-24,30.8,19.5,75,21,20.0,16.3,5.7,Medina,24.5247,39.5692
2024-11-25,29.1,16.7,75,20,17.7,14.5,4.1,Medina,24.5247,39.5692
2024-11-26,28.3,16.9,64,31,19.5,10.5,6.9,Medina,24.5247,39.5692
2024-11-27,27.2,15.4,65,29,12.8,9.5,6.9,Medina,24.5247,39.5692
2024-11-28,25.7,15.2,58,30,18.3,8.7,3.9,Medina,24.5247,39.5692
2024-11-29,27.2,15.2,65,32,14.8,12.3,5.1,Medina,24.5247,39.5692
2024-11-30,27.0,14.6,85,26,9.9,13.2,5.9,Medina,24.5247,39.5692
2024-12-01,26.0,13.8,86,23,8.6,12.7,3.1,Medina,24.5247,39.5692
2024-12-02,27.2,14.2,66,22,11.4,9.5,2.9,Medina,24.5247,39.5692
2024-12-03,28.3,13.3,78,21,18.2,11.1,3.2,Medina,24.5247,39.5692
2024-12-04,26.7,13.3,87,21,11.5,11.3,-0.7,Medina,24.5247,39.5692
2024-12-05,28.2,12.3,71,26,13.5,11.2,3.1,Medina,24.5247,39.5692
2024-12-06,29.9,14.1,86,32,11.8,14.2,8.9,Medina,24.5247,39.5692
2024-12-07,32.2,17.5,58,14,10.1,11.9,1.7,Medina,24.5247,39.5692
2024-12-08,31.2,15.2,65,16,13.2,12.4,0.8,Medina,24.5247,39.5692
2024-12-09,30.4,15.9,67,16,15.6,11.6,1.4,Medina,24.5247,39.5692
2024-12-10,27.0,15.4,37,19,16.6,1.6,0.3,Medina,24.5247,39.5692
2024-12-11,27.4,12.5,49,17,14.8,2.7,-2.0,Medina,24.5247,39.5692
2024-12-12,27.9,12.8,38,14,10.7,5.1,-2.4,Medina,24.5247,39.5692
2024-12-13,29.0,10.0,56,15,8.8,5.4,-1.1,Medina,24.5247,39.5692
2024-12-14,24.4,13.1,43,23,17.8,3.2,-2.1,Medina,24.5247,39.5692
2024-12-15,21.4,12.1,50,25,24.5,3.0,-6.3,Medina,24.5247,39.5692
2024-12-16,25.5,10.5,33,16,16.6,-1.0,-8.7,Medina,24.5247,39.5692
2024-12-17,27.1,12.5,43,15,11.3,6.7,-3.8,Medina,24.5247,39.5692
2024-12-18,27.4,13.9,33,16,12.7,1.6,-4.1,Medina,24.5247,39.5692
2024-12-19,29.3,14.3,78,13,13.1,14.9,-4.1,Medina,24.5247,39.5692
2024-12-20,21.1,11.9,78,50,17.9,14.0,5.0,Medina,24.5247,39.5692
2024-12-21,23.2,9.5,74,19,9.9,6.6,-1.7,Medina,24.5247,39.5692
2024-12-22,23.5,10.6,52,24,14.4,2.1,0.3,Medina,24.5247,39.5692
2024-12-23,25.9,13.6,79,30,16.0,11.8,1.1,Medina,24.5247,39.5692
2024-12-24,24.0,11.8,87,23,7.2,10.6,1.8,Medina,24.5247,39.5692
2024-12-25,26.5,12.2,83,26,15.1,11.9,1.2,Medina,24.5247,39.5692
2024-12-26,27.5,11.5,91,19,15.4,11.7,1.8,Medina,24.5247,39.5692
2024-12-27,26.6,13.0,70,33,22.0,12.7,4.5,Medina,24.5247,39.5692
2024-12-28,25.3,13.2,60,19,14.7,6.4,-4.7,Medina,24.5247,39.5692
2024-12-29,24.8,11.5,32,13,8.8,-1.1,-6.2,Medina,24.5247,39.5692
2024-12-30,23.8,10.3,35,9,12.6,-3.5,-11.0,Medina,24.5247,39.5692
2024-12-31,21.4,9.7,45,15,10.1,-1.5,-8.1,Medina,24.5247,39.5692
2025-01-01,20.3,9.1,44,17,14.2,-1.3,-5.8,Medina,24.5247,39.5692
2025-01-02,19.8,8.8,55,22,20.2,0.2,-2.5,Medina,24.5247,39.5692
2025-01-03,23.1,8.7,51,17,18.3,-0.3,-3.5,Medina,24.5247,39.5692
2025-01-04,25.6,10.6,44,16,15.7,-0.6,-2.3,Medina,24.5247,39.5692
2025-01-05,29.0,12.5,74,15,17.0,16.1,-1.5,Medina,24.5247,39.5692
2025-01-06,24.1,12.9,89,50,16.2,14.5,9.5,Medina,24.5247,39.5692
2025-01-07,21.1,9.9,93,30,13.9,9.4,2.1,Medina,24.5247,39.5692
2025-01-08,18.2,8.2,73,36,17.1,4.7,2.7,Medina,24.5247,39.5692
2025-01-09,20.3,8.5,72,33,17.7,6.6,3.4,Medina,24.5247,39.5692
2025-01-10,24.6,11.2,77,32,14.4,10.1,5.3,Medina,24.5247,39.5692
2025-01-11,23.0,11.5,81,19,10.3,9.5,-3.5,Medina,24.5247,39.5692
2025-01-12,23.9,10.3,47,22,16.3,3.7,-1.6,Medina,24.5247,39.5692
2025-01-13,24.7,12.3,49,27,20.7,5.3,1.8,Medina,24.5247,39.5692
2025-01-14,26.4,13.1,48,26,17.2,6.6,1.4,Medina,24.5247,39.5692
2025-01-15,29.2,15.1,54,21,14.6,6.4,4.0,Medina,24.5247,39.5692
2025-01-16,29.1,14.9,51,22,10.5,6.1,4.5,Medina,24.5247,39.5692
2025-01-17,28.3,17.2,49,20,15.1,6.5,-2.2,Medina,24.5247,39.5692
2025-01-18,26.9,14.6,33,16,12.8,2.2,-2.9,Medina,24.5247,39.5692
2025-01-19,25.4,12.9,36,17,9.9,1.3,-2.0,Medina,24.5247,39.5692
2025-01-20,25.2,12.0,42,19,10.2,0.8,-0.9,Medina,24.5247,39.5692
2025-01-21,25.0,13.2,35,14,19.1,-1.3,-7.6,Medina,24.5247,39.5692
2025-01-22,25.2,11.3,40,16,17.7,-0.0,-3.2,Medina,24.5247,39.5692
2025-01-23,27.7,13.8,42,17,12.2,2.1,-1.8,Medina,24.5247,39.5692
2025-01-24,25.5,12.6,54,17,8.9,4.2,-2.9,Medina,24.5247,39.5692
2025-01-25,25.1,12.2,36,18,14.6,0.9,-3.0,Medina,24.5247,39.5692
2025-01-26,23.9,13.7,71,28,14.8,8.7,-1.0,Medina,24.5247,39.5692
2025-01-27,24.3,11.3,80,16,13.8,8.4,-5.8,Medina,24.5247,39.5692
2025-01-28,23.3,10.9,86,34,17.3,9.1,5.5,Medina,24.5247,39.5692
2025-01-29,26.3,13.6,76,14,21.9,9.5,-4.0,Medina,24.5247,39.5692
2025-01-30,23.8,11.1,62,26,17.7,5.2,2.8,Medina,24.5247,39.5692
2025-01-31,25.4,10.7,61,24,14.9,4.3,2.2,Medina,24.5247,39.5692
2025-02-01,26.9,12.3,51,17,15.4,3.4,-3.3,Medina,24.5247,39.5692
2025-02-02,23.6,11.7,45,19,17.5,0.1,-4.5,Medina,24.5247,39.5692
2025-02-03,27.1,10.6,37,15,14.5,-0.8,-4.2,Medina,24.5247,39.5692
2025-02-04,30.2,13.1,48,14,15.2,9.3,-2.0,Medina,24.5247,39.5692
2025-02-05,28.8,16.9,81,37,25.2,17.0,8.8,Medina,24.5247,39.5692
2025-02-06,28.1,13.9,90,9,23.1,16.2,-7.2,Medina,24.5247,39.5692
2025-02-07,24.0,10.9,66,13,9.2,5.3,-6.1,Medina,24.5247,39.5692
2025-02-08,24.0,10.1,44,17,13.3,-0.4,-6.8,Medina,24.5247,39.5692
2025-02-09,24.0,10.1,42,13,12.7,-1.5,-6.0,Medina,24.5247,39.5692
2025-02-10,28.3,12.0,33,12,12.6,-0.8,-4.4,Medina,24.5247,39.5692
2025-02-11,28.6,14.0,46,17,18.1,9.9,-3.2,Medina,24.5247,39.5692
2025-02-12,28.0,14.4,55,16,16.0,7.8,-7.2,Medina,24.5247,39.5692
2025-02-13,23.5,14.1,83,18,8.0,12.0,-7.1,Medina,24.5247,39.5692
2025-02-14,27.8,13.2,94,38,14.3,15.5,11.0,Medina,24.5247,39.5692
2025-02-15,26.9,16.4,90,39,20.9,14.8,11.8,Medina,24.5247,39.5692
2025-02-16,27.1,12.8,90,6,17.3,13.7,-15.5,Medina,24.5247,39.5692
2025-02-17,26.1,9.6,69,9,15.4,9.1,-9.8,Medina,24.5247,39.5692
2025-02-18,27.4,12.7,86,22,14.1,13.7,4.0,Medina,24.5247,39.5692
2025-02-19,29.2,14.5,87,30,24.8,14.2,1.8,Medina,24.5247,39.5692
2025-02-20,24.9,13.0,58,20,16.4,7.9,-6.0,Medina,24.5247,39.5692
2025-02-21,27.6,10.7,73,11,12.7,6.9,-5.7,Medina,24.5247,39.5692
2025-02-22,27.6,11.3,64,9,19.8,6.6,-8.4,Medina,24.5247,39.5692
2025-02-23,25.7,13.5,65,18,12.5,7.2,-4.2,Medina,24.5247,39.5692
2025-02-24,26.7,13.5,37,11,15.1,-0.0,-6.6,Medina,24.5247,39.5692
2025-02-25,23.1,10.9,34,20,20.8,-0.4,-5.0,Medina,24.5247,39.5692
2025-02-26,25.8,14.5,34,20,16.0,4.1,-4.8,Medina,24.5247,39.5692
2025-02-27,29.8,16.7,64,20,12.9,10.2,-2.9,Medina,24.5247,39.5692
2025-02-28,28.0,14.0,62,17,21.1,8.9,0.7,Medina,24.5247,39.5692
2025-03-01,26.8,13.2,52,9,16.0,4.8,-9.0,Medina,24.5247,39.5692
2025-03-02,25.6,12.1,27,9,18.9,-4.6,-11.3,Medina,24.5247,39.5692
2025-03-03,29.9,13.2,29,13,20.7,2.6,-7.1,Medina,24.5247,39.5692
2025-03-04,26.5,16.7,76,28,24.9,12.6,1.8,Medina,24.5247,39.5692
2025-03-05,27.9,14.2,88,14,16.1,12.7,-2.2,Medina,24.5247,39.5692
2025-03-06,26.9,14.6,51,12,22.4,6.0,-5.4,Medina,24.5247,39.5692
2025-03-07,25.9,11.4,61,11,17.8,5.1,-7.1,Medina,24.5247,39.5692
2025-03-08,24.8,11.9,61,18,13.5,5.0,-1.9,Medina,24.5247,39.5692
2025-03-09,28.2,12.1,52,12,15.8,5.8,-4.0,Medina,24.5247,39.5692
2025-03-10,27.8,13.9,65,16,15.4,8.0,-0.6,Medina,24.5247,39.5692
2025-03-11,29.5,13.3,57,15,12.6,8.9,-1.2,Medina,24.5247,39.5692
2025-03-12,31.4,17.7,65,23,22.4,11.2,4.7,Medina,24.5247,39.5692
2025-03-13,34.2,19.8,50,18,21.1,9.2,6.0,Medina,24.5247,39.5692
2025-03-14,36.4,21.4,42,12,20.2,10.0,1.1,Medina,24.5247,39.5692
2025-03-15,35.5,21.0,50,15,26.3,10.3,3.7,Medina,24.5247,39.5692
2025-03-16,31.3,18.7,60,20,23.0,10.7,5.6,Medina,24.5247,39.5692
2025-03-17,34.0,20.3,53,15,13.0,10.8,2.1,Medina,24.5247,39.5692
2025-03-18,35.8,21.3,39,10,14.8,8.5,-0.4,Medina,24.5247,39.5692
2025-03-19,35.0,21.4,43,18,20.2,10.5,6.4,Medina,24.5247,39.5692
2025-03-20,34.3,20.9,53,14,20.1,11.2,-5.0,Medina,24.5247,39.5692
2025-03-21,30.1,15.8,46,9,25.0,4.3,-10.4,Medina,24.5247,39.5692
2025-03-22,25.7,12.8,47,8,14.7,3.4,-11.9,Medina,24.5247,39.5692
2025-03-23,28.4,11.4,63,13,18.4,4.5,-3.3,Medina,24.5247,39.5692
2025-03-24,29.0,16.2,29,10,20.4,-0.6,-6.2,Medina,24.5247,39.5692
2025-03-25,29.9,15.8,27,10,17.8,-2.2,-7.7,Medina,24.5247,39.5692
2025-03-26,32.0,15.9,21,7,15.3,-5.7,-8.4,Medina,24.5247,39.5692
2025-03-27,34.7,18.7,29,8,12.2,3.6,-6.7,Medina,24.5247,39.5692
2025-03-28,35.7,18.8,41,10,15.8,9.4,-1.1,Medina,24.5247,39.5692
2025-03-29,34.7,22.1,45,16,22.3,10.3,5.1,Medina,24.5247,39.5692
2025-03-30,32.1,20.9,59,28,18.6,14.3,9.1,Medina,24.5247,39.5692
2025-03-31,36.5,20.7,62,12,23.8,13.6,2.8,Medina,24.5247,39.5692
2025-04-01,39.2,21.7,55,14,18.8,15.6,5.1,Medina,24.5247,39.5692
2022-01-01,20.4,16.7,97,79,21.1,17.7,16.1,Dammam,26.3927,49.9777
2022-01-02,23.4,16.0,95,72,28.6,19.1,14.8,Dammam,26.3927,49.9777
2022-01-03,18.5,11.6,97,68,25.5,15.1,9.4,Dammam,26.3927,49.9777
